V1,V2,V3,V4,V5,
934,0.776409968,-0.560503676,8.884123076,-10.25891633,2
935,0.291007855,-0.548729773,7.242009224,-8.61942196,2
936,-0.282482527,0.24173907,9.462859012,-8.130375593,2
937,-0.086726925,0.302813076,9.233558504,-8.147154245,2
938,1.620573562,-1.134720271,10.02834415,-10.53491122,2
939,-1.475616061,1.358799759,9.792789305,-9.751542217,2
940,0.830911607,-0.640368553,10.36258131,-9.283494697,2
941,-1.967580898,-1.03416854,9.087892893,-9.985983014,2
942,0.363822609,2.062137924,9.453268966,-8.424120081,2
943,-0.662504512,0.280739972,10.07644311,-9.984482187,2
944,-0.831736607,0.341433915,8.358065137,-9.101041323,2
945,2.241274188,-0.421567641,8.794592463,-7.012470858,2
946,-0.861988321,-0.189668942,9.835621671,-7.709796195,2
947,-0.283624021,-1.01133945,10.91271893,-9.631230591,2
948,-2.146039325,-2.227744313,8.60578732,-8.520983879,2
949,-0.04017403,0.966788809,9.396586416,-8.524243738,2
950,-0.596826015,-0.672339721,8.948404082,-7.557285974,2
951,-0.259820355,0.27623595,9.873878882,-10.48968674,2
952,-0.969375259,1.624757248,9.247216134,-8.126132774,2
953,-0.537088471,-0.697724866,9.7223139,-7.745983292,2
954,-0.391791129,1.550910942,11.54024062,-9.795454264,2
955,-2.719579183,0.636172618,8.70571283,-10.7702806,2
956,-1.496403327,-0.00790938,12.27430169,-8.418367534,2
957,-1.794413814,-0.264786011,9.157011513,-7.441682436,2
958,1.346398846,-1.400883031,10.88461474,-11.10619901,2
959,2.462739429,-0.470203545,8.99478234,-9.667455979,2
960,-0.781819552,-0.680441259,8.299839343,-9.064182252,2
961,0.877943869,-0.559693046,8.294573001,-8.864453978,2
962,-0.757002026,0.141350596,8.846800545,-9.345563298,2
963,-1.960636419,0.078422661,9.535966839,-8.222996945,2
964,1.080034462,-1.533784378,9.510318743,-10.92809102,2
965,-0.247328013,-0.518831925,9.4211974,-9.093615683,2
966,2.230117418,0.440073587,8.602804794,-8.466396543,2
967,-0.404794952,0.143803471,8.100583788,-7.994615312,2
968,0.491601428,-0.146470867,8.599539003,-7.904284512,2
969,-0.016401828,0.52936051,8.665782548,-8.919047962,2
970,0.416508156,2.141150671,9.128363479,-9.508515297,2
971,0.445798399,-1.20849913,8.726652019,-8.074071825,2
972,-2.276477066,0.117346675,9.320995317,-8.617148894,2
973,0.355207124,0.210978637,8.589821038,-7.199213266,2
974,-0.105920828,1.323439113,10.42817192,-10.32516034,2
975,-1.00953066,-0.22780504,6.284517615,-8.865199687,2
976,0.934865778,-1.599904483,10.6173137,-8.999264576,2
977,1.003824015,-0.968644541,9.839194812,-9.102504788,2
978,-1.329847702,1.088958849,9.880754027,-8.161133287,2
979,-1.175441378,0.949116007,10.57767467,-9.745192735,2
980,0.087655838,-2.470314347,10.28446404,-9.835964655,2
981,0.400990058,-0.075747172,7.85298947,-7.395886762,2
982,0.087148616,-1.898518731,7.314126689,-9.149725656,2
983,-0.564937758,-0.24935924,7.257887388,-8.756089157,2
984,-1.390143372,0.295439564,8.977998814,-8.97053936,2
985,-0.364196893,-1.027239766,11.21198293,-10.10946254,2
986,0.362620493,0.18940197,9.72091943,-9.691091823,2
987,-0.241116659,-1.982040198,9.900521147,-9.281776345,2
988,1.447072074,1.332985273,8.718163626,-8.773939872,2
989,0.542245016,-1.424082269,9.528008453,-9.281162363,2
990,0.159026098,-0.740180518,8.203257987,-10.24245844,2
991,-0.508783069,1.052449414,9.888208673,-9.589760032,2
992,-0.450347529,-1.248639935,9.772332224,-8.482659362,2
993,0.264957172,0.742090955,9.046338535,-10.55035531,2
994,-0.22604208,0.716477492,8.807711954,-11.15966506,2
995,-0.082800789,-0.894041422,9.282283274,-9.486128903,2
996,-0.255812409,-0.527270232,8.787065931,-8.754401574,2
997,1.016041977,0.878692691,10.68637017,-7.873200791,2
998,0.511611088,-0.024992174,8.96214293,-9.541212727,2
999,-0.40479621,-0.197909959,9.418654814,-9.339143323,2
1000,0.184752059,-2.321208768,?,-9.452386228,2
1001,0.199901304,1.327093343,9.754819775,-8.234303407,2
1002,-1.167965057,1.333818851,8.011063644,-9.502866394,2
1003,1.26072563,1.372015151,9.124556191,-9.064493474,2
1004,0.953896614,-0.904413054,10.00312162,-8.857823019,2
1005,1.817635109,-0.710130843,8.347292491,-8.958512226,2
1006,-1.66222129,0.183308166,10.0888775,-8.677210821,2
1007,-0.180964531,1.455873817,8.718247446,-9.359926443,2
1008,0.966717726,-1.3684728,9.375423107,-9.429802013,2
1009,0.951849736,-0.235376254,8.315585341,-11.22669921,2
1010,-1.226967389,-0.265539746,8.355590777,-8.364995766,2
1011,-0.442010303,1.335255875,8.508273781,-10.7224051,2
1012,2.292265529,-0.333569751,7.952080142,-9.640398061,2
1013,-0.17553687,1.266959368,8.930476286,-9.386411619,2
1014,-1.551434588,0.517234845,8.915442307,-9.12078027,2
1015,-1.326115141,1.042732944,10.05179886,-8.202748846,2
1016,0.560092153,-2.797194923,9.245580381,-10.0323666,2
1017,-0.811543043,0.019450536,9.034799551,-9.684044815,2
1018,-1.95651842,1.791865771,8.963292771,-8.233860248,2
1019,-0.504671642,0.564985033,8.664523773,-6.963095062,2
1020,-1.006916709,0.354248385,8.743681606,-8.151218455,2
1021,-0.337427231,0.543178206,9.454490246,-10.38066379,2
1022,0.325108128,-0.992034314,8.954219297,-9.661132574,2
1023,0.283718653,0.486168408,9.133504222,-8.679373587,2
1024,1.459861019,-1.241778913,7.572547861,-9.75250207,2
1025,-0.193928602,-0.240063119,9.864708803,-8.445839348,2
1026,-2.611306699,0.22762274,9.603260344,-9.322858738,2
1027,-1.666748163,-0.148288594,8.68285245,-9.159874195,2
1028,1.24232096,-0.581156611,10.24103323,-8.375974815,2
1029,-0.977523275,-1.375355834,8.866265455,-9.266753665,2
1030,-1.047179509,2.854025606,10.39223091,-9.149663475,2
1031,-0.825217555,0.279262666,9.62937516,-7.773880198,2
1032,0.837990995,-1.578490954,11.02962505,-8.509925916,2
1033,1.222811323,0.265371486,10.07144139,-8.435844553,2
1034,1.313226334,-1.577156904,6.955741911,-8.39349191,2
1035,-1.078748726,-1.600983631,10.07118202,-8.000473659,2
1036,0.605335062,0.172781028,10.27071031,-6.91279817,2
1037,0.9022223,-1.227966627,8.09180426,-8.411619497,2
1038,-1.400690296,0.241199943,9.425314886,-8.783684956,2
1039,1.27305543,1.397777941,7.03199825,-9.714679428,2
1040,-0.094059103,0.76087858,8.803200011,-9.935726847,2
1041,1.014340379,1.101401777,8.509177164,-8.746495733,2
1042,0.280477188,0.826220376,9.395441498,-9.06080916,2
1043,0.296951851,1.589059548,9.431075649,-8.462172285,2
1044,-1.864855899,-0.502297405,9.314114937,-10.26578612,2
1045,-2.91368926,0.060585378,9.529885775,-8.94386846,2
1046,0.984512048,-0.104257432,9.227227775,-7.355387842,2
1047,-0.422670586,-0.805742286,11.64943648,-8.315097256,2
1048,-0.360027447,0.396920746,8.910305147,-9.04167565,2
1049,-0.756956009,-1.555034874,8.789333084,-9.226286066,2
1050,2.11217555,-0.435401939,9.245846779,-9.070211888,2
1051,0.184069026,-0.907550152,10.46161203,-10.44643314,2
1052,-1.321623383,0.802446034,7.94402088,-9.176979241,2
1053,0.198514664,-0.836686762,7.733252805,-10.07515264,2
1054,0.217106128,-0.183416092,8.503006935,-8.936599805,2
1055,0.293252767,-0.711189513,8.064278715,-9.841348299,2
1056,0.507158336,-0.427634128,10.63253902,-9.681926854,2
1057,-1.524793854,-0.44949325,10.39309181,-9.255749761,2
1058,1.07439207,-2.027536974,9.649114584,-7.526902811,2
1059,0.09908251,-1.407894782,10.12212063,-8.640679994,2
1060,-1.259692734,-0.928207427,10.50643285,-11.00931242,2
1061,-0.649987005,0.364001775,9.844354025,-8.195916055,2
1062,0.220226158,0.12051611,9.1433451,-10.248898,2
1063,0.71413985,0.289304486,8.786880828,-8.910109412,2
1064,-0.878357203,1.330631081,8.518801254,-9.684987753,2
1065,-0.429026344,-0.691382264,10.08190616,-10.74690912,2
1066,0.36107389,-0.471743262,8.262948717,-10.00965919,2
1067,0.685001835,-0.174485798,9.046478588,-8.562405442,2
1068,-0.411923249,-0.74134054,10.13793525,-10.79587948,2
1069,-0.510776323,-1.687809525,9.026587686,-8.829735046,2
1070,1.806405789,-0.833555608,10.41763589,-9.952404136,2
1071,2.164825735,1.311161291,9.116086077,-7.6209492,2
1072,-2.119915676,-0.013854987,8.830661901,-8.133895669,2
1073,0.166827701,0.147790122,9.695450889,-10.15983089,2
1074,-0.394152339,0.722546672,7.220944608,-11.0956209,2
1075,-0.670539085,1.525754961,9.372100894,-9.690278724,2
1076,-1.029632282,1.620161655,7.39995651,-10.17077179,2
1077,-1.921141077,-0.66342996,10.08529012,-9.475038739,2
1078,2.461861584,-1.735644426,6.612591201,-7.831825728,2
1079,1.087131153,1.001942605,8.860507518,-7.712854598,2
1080,0.825074959,0.420725805,9.195168035,-7.386289917,2
1081,1.032292859,-1.57393886,8.814353033,-9.104067289,2
1082,-2.330575167,-0.373282282,7.860703434,-9.959702442,2
1083,0.370714973,-0.653214827,8.96439279,-8.95991656,2
1084,-0.897185799,-0.616046231,6.939138412,-9.855058645,2
1085,-1.154012673,1.242253206,9.190102618,-9.798899314,2
1086,0.067804444,1.348838534,8.042624324,-9.458035947,2
1087,0.828439022,-0.895099449,8.062723242,-9.410098793,2
1088,0.695902684,-1.016854607,10.33819326,-7.67053869,2
1089,0.606848013,0.108185082,8.694756065,-7.357788217,2
1090,-0.375137696,2.906499439,9.335525324,-9.040179251,2
1091,-1.420682899,-0.200615452,7.899401985,-8.917718847,2
1092,0.007068769,-0.542924452,10.14384135,-8.328169575,2
1093,0.834633355,0.064162716,9.249458915,-7.922970151,2
1094,0.260569699,-1.090877259,7.901251614,-8.096072086,2
1095,2.087533041,-1.626875215,9.864834327,-7.739603456,2
1096,-0.625718034,1.000425671,10.26357362,-8.503264827,2
1097,0.025265709,0.943399745,7.984609971,-9.155016411,2
1098,0.824421809,-0.975357429,9.311370472,-9.988650107,2
1099,0.747074777,1.016769459,9.128875185,-9.928765053,2
1100,1.175217582,0.003424364,10.2971643,-8.649671449,2
1101,-0.934314308,-0.620171348,8.608570983,-8.081173749,2
1102,-0.359196326,0.872017886,8.842143863,-8.745152882,2
1103,-1.185556746,-1.734217588,8.94173275,-8.525443841,2
1104,-1.480366703,1.553160421,10.12143416,-9.562477039,2
1105,0.221360935,-1.177640623,8.13322709,-9.951401923,2
1106,-0.742616714,-0.194806771,8.170119784,-7.313361179,2
1107,-0.734375774,-1.547475022,10.30331938,-8.935470038,2
1108,-1.112283041,-2.699633152,7.395380318,-10.17687628,2
1109,0.345221268,-1.141333097,9.428022564,-9.709043728,2
1110,1.419634978,-0.82522601,9.32356249,-7.928940392,2
1111,-0.099939576,1.322789465,8.170450296,-8.980989314,2
1112,-0.026428274,-1.377255026,9.418452561,-8.189902495,2
1113,-0.745105354,0.198182656,6.960680894,-9.315790549,2
1114,0.022001081,-0.632897002,9.701139002,-8.922943432,2
1115,-0.507185251,0.608455708,9.154312796,-8.170428797,2
1116,1.115834202,0.176694471,10.09817197,-8.93105922,2
1117,-1.914297585,0.796135366,11.08563159,-8.940526898,2
1118,0.192769045,1.520894469,9.893773186,-8.704699881,2
1119,0.74467278,0.594639859,8.738887492,-8.963919581,2
1120,0.068090714,-0.08950127,9.617886668,-8.608424167,2
1121,0.255287491,-0.196309529,9.304665105,-9.834224421,2
1122,0.341504518,-1.022722972,8.208328852,-7.776379823,2
1123,-0.252654174,-0.582233713,10.25763159,-8.278406973,2
1124,-0.008199845,0.793544266,10.37265231,-6.900639559,2
1125,-2.568223074,1.098576154,11.01221994,-7.770264248,2
1126,-0.712915447,-0.281588793,8.65738483,-9.977716079,2
1127,0.303701361,0.491199814,10.115684,-8.246669017,2
1128,-1.662162905,-0.89251463,10.37221833,-8.032361442,2
1129,-0.892629701,-2.479455046,9.166676583,-8.941640702,2
1130,0.32280545,0.630950101,9.866555607,-8.981342147,2
1131,0.241655145,-0.830737723,8.26687859,-8.103235476,2
1132,1.665171268,0.277974627,10.52925559,-8.444736659,2
1133,1.356639297,-0.574949414,9.016846827,-9.281129055,2
1134,-0.166123389,0.072751094,9.120557226,-9.115498262,2
1135,-0.361191566,-1.12437798,7.780925545,-9.479866799,2
1136,1.820297602,1.090942859,9.171013289,-9.384993126,2
1137,1.470617958,0.108478908,8.670923376,-7.539922881,2
1138,0.654694364,-0.094478271,9.86883033,-8.210976972,2
1139,-0.933621848,0.680598119,8.448097836,-10.75999522,2
1140,-1.820317686,0.80669114,9.827674739,-7.877227041,2
1141,-1.818522357,1.738602293,9.757409075,-7.205252051,2
1142,1.168603428,0.609511946,11.31296653,-8.10150718,2
1143,-0.360419352,-0.767485169,9.624573903,-5.904834186,2
1144,-0.849555984,2.329834156,9.173867273,-9.509380472,2
1145,-0.009703844,-0.203674468,9.447742278,-9.214881832,2
1146,1.113930835,2.070912806,8.519592156,-8.950115959,2
1147,-0.396014436,-1.835348641,9.257277993,-9.167037549,2
1148,2.273696752,0.198568851,9.101394014,-9.481114357,2
1149,-0.516800176,-0.438814132,10.20925768,-8.512664044,2
1150,-1.824062753,-1.598533011,9.562271325,-9.475155003,2
1151,-0.69809793,-0.090574585,10.15050445,-8.909957505,2
1152,0.157725349,-1.182764054,9.58540965,-9.362101514,2
1153,-1.315030884,-1.555927239,8.900053824,-9.11757065,2
1154,-0.775273901,-0.630520604,8.361909502,-9.308144996,2
1155,0.292091315,0.137774735,10.424649,-8.435455642,2
1156,0.647681017,-0.424135882,10.83654613,-8.451187553,2
1157,-0.079255281,0.579698793,10.06093535,-9.340982406,2
1158,1.122411637,-0.378992145,8.726397018,-8.721767016,2
1159,0.00472973,0.697165375,8.724727528,-8.531724733,2
1160,0.929562292,-1.964803085,9.20235107,-8.357821716,2
1161,0.201894152,0.394444934,9.580163075,-8.019022683,2
1162,-0.561248979,-0.428207143,9.466172878,-7.533656098,2
1163,-0.04222231,1.355811192,8.477477488,-8.991972787,2
1164,0.494562665,0.043636118,9.14143309,-7.770759996,2
1165,-2.812632402,1.536006224,9.251675728,-9.339833096,2
1166,0.492313263,0.284731814,7.266357617,-7.936671987,2
1167,2.108972844,0.036841017,9.504211653,-10.10108424,2
1168,1.993153256,0.499964255,8.50098359,-9.080769804,2
1169,0.550611074,-0.645876438,9.884897653,-9.524462138,2
1170,-0.465200037,0.459741423,8.859275528,-9.227053502,2
1171,-1.088386659,0.795111094,9.132516041,-8.649201112,2
1172,0.076294302,0.315753975,8.253371728,-8.462915477,2
1173,-1.127739186,-0.200037875,7.857531299,-8.401118557,2
1174,2.33252125,0.616827452,9.021553286,-5.971147587,2
1175,-0.045885675,2.262824504,9.849167928,-9.792287766,2
1176,1.217172891,0.055407075,10.74200124,-10.97203853,2
1177,0.118657704,-0.364930893,9.321002597,-9.037812867,2
1178,1.287974567,0.426330327,10.10473841,-8.186835548,2
1179,0.564109604,-0.491716651,8.396475866,-9.767030186,2
1180,0.956009936,-0.796577693,9.431389941,-7.645624028,2
1181,2.031229121,-0.887995378,7.878329081,-8.991174491,2
1182,0.189598698,1.017458271,8.547531678,-9.904690719,2
1183,0.900765823,-1.900841306,10.05892929,-8.897789761,2
1184,-0.226697302,-0.693853542,7.856670464,-10.42560556,2
1185,0.519990279,-0.028187749,8.939470278,-10.81427258,2
1186,0.991544592,-1.168492081,9.037544963,-11.23961198,2
1187,0.980994501,-2.266415798,8.515402792,-10.70328214,2
1188,-0.632440275,1.06564866,9.256082317,-8.165999089,2
1189,1.211064435,-0.523985282,8.267512719,-10.91049409,2
1190,-0.047310645,0.587738081,10.17790497,-7.125617023,2
1191,-1.548906756,0.453296195,7.76442655,-8.444119242,2
1192,-0.15459911,0.849978113,8.962503776,-7.935983231,2
1193,0.74132884,-2.407367257,6.305619592,-9.55481168,2
1194,1.032228277,0.008440678,9.631330808,-10.81394219,2
1195,-0.571427405,0.170898336,8.619611581,-7.27211999,2
1196,-0.920695132,-0.072810073,7.870735758,-9.332880589,2
1197,0.237653959,0.073399808,9.004304604,-9.581046582,2
1198,1.930693674,0.051212692,9.544141507,-9.583104793,2
1199,-0.315376278,1.281260461,8.739653923,-8.835198575,2
1200,1.62328141,-0.41364708,6.692195553,-9.366340483,2
1201,0.145013959,2.553556529,9.26041147,-10.56433292,2
1202,2.379333472,0.184025828,11.14488765,-11.65039727,2
1203,1.184267647,1.020480575,8.812847984,-9.395011321,2
1204,1.307827419,-0.172837557,7.53742485,-8.93596179,2
1205,1.586209394,-1.376919052,6.529667974,-8.234121364,2
1206,0.575277933,-2.251996308,9.088138654,-5.785956523,2
1207,0.4160905,1.639063853,9.605872551,-9.420958547,2
1208,0.664592176,0.856356151,7.821099799,-9.71794121,2
1209,1.160760538,1.676533554,8.992969956,-10.42415761,2
1210,-0.920211018,0.71249702,7.373850013,-8.883187544,2
1211,1.829649094,0.075090583,9.082911486,-8.341298804,2
1212,2.005580094,-0.164899074,6.856275516,-8.674133699,2
1213,-0.982133257,0.108857676,8.131621654,-9.21959123,2
1214,-0.006583953,0.27404013,6.806654353,-8.196117595,2
1215,-0.057683289,0.147879932,11.6300364,-8.107270131,2
1216,0.184838244,-0.052257755,8.377196334,-8.868775036,2
1217,-1.139410735,-0.646663754,9.594559771,-10.25864783,2
1218,-0.930790595,0.012259381,8.143321662,-9.004088164,2
1219,0.665396097,1.003983142,9.625785539,-8.405511443,2
1220,-0.44497924,-0.511488197,10.12959076,-8.9271879,2
1221,-0.616662344,1.399316302,9.267570537,-7.933278585,2
1222,-0.268906707,1.291752364,9.332628603,-9.799912522,2
1223,0.960609065,-1.498235434,7.778481265,-10.31069672,2
1224,1.257763677,-0.312380632,9.507089561,-8.61353965,2
1225,-0.300336686,-0.653996547,9.977923792,-8.348604166,2
1226,0.777283724,2.532634019,10.90884921,-8.494930732,2
1227,3.399334284,-0.505263066,11.80768536,-11.08017316,2
1228,-0.353079084,-0.58925663,9.272923566,-9.259569577,2
1229,1.597496546,0.073400096,10.049073,-8.821369737,2
1230,-0.777695516,0.686448941,7.724614233,-7.451227722,2
1231,-0.591600485,-1.696976412,9.864052049,-8.600933464,2
1232,0.621200922,0.916758275,9.610674041,-8.846081079,2
1233,-0.170333985,-1.238377887,10.23082323,-9.136410916,2
1234,-0.599181106,-0.422908227,9.793953814,-9.957227803,2
1235,-0.316310504,-0.657551728,8.700233947,-7.972037508,2
1236,-0.090326534,-0.047060727,9.253398981,-9.097025454,2
1237,-1.196698876,1.871022349,10.0639789,-9.195565024,2
1238,-1.167447017,-0.774281866,8.056946133,-10.38360131,2
1239,-0.06812872,0.017938747,10.16002088,-10.17196118,2
1240,1.751840412,-1.111544732,9.776240351,-9.250248677,2
1241,-2.978317259,0.315262263,9.580984562,-9.343919097,2
1242,1.607726406,-1.063891859,8.583439987,-7.09017885,2
1243,1.416728839,0.362736558,9.718235191,-8.842751738,2
1244,-0.54719244,0.707164935,9.933493459,-9.305432648,2
1245,-0.281407342,0.414885646,8.245669393,-10.01852493,2
1246,-0.393986038,-0.780384984,7.42872135,-10.33408047,2
1247,0.096453765,-1.434496244,7.320351463,-8.790986738,2
1248,-1.0002452,-0.389563679,9.138327269,-8.829814367,2
1249,-1.15500952,0.675949371,9.780557922,-9.048068591,2
1250,-0.93119731,-1.395297102,8.571254637,-9.828136008,2
1251,0.510315477,-1.196199366,8.972120047,-9.238987039,2
1252,-1.253583457,0.128387858,8.925079953,-9.636819346,2
1253,-0.233311457,-1.093363436,7.195998525,-9.6456018,2
1254,1.505485685,0.126907284,8.427033719,-7.245489016,2
1255,-0.576601877,1.544958476,9.344900196,-7.583226106,2
1256,0.718333183,-0.587501431,9.601983736,-10.07475257,2
1257,0.544636157,0.673433746,9.597179334,-9.625316628,2
1258,0.44905571,1.238532956,9.792206728,-11.97012883,2
1259,-0.280621184,-0.668698951,9.513786435,-10.20786828,2
1260,0.112593329,-1.914249136,8.958503808,-7.013155952,2
1261,-1.181539902,0.511905699,7.622232355,-8.850543545,2
1262,1.131829472,-0.850450973,9.691250319,-8.542076452,2
1263,-1.082022277,2.412037746,8.400541554,-8.771144488,2
1264,-0.041396207,-0.589437419,8.721193869,-10.44040976,2
1265,0.536766444,1.09811819,8.444605051,-9.355449522,2
1266,0.363749982,0.021834413,9.0245554,-8.665133211,2
1267,-0.043559381,-1.272367706,8.131976125,-7.592421042,2
1268,1.047909969,0.506083241,9.373179619,-9.403116712,2
1269,0.63875387,-0.567584823,8.889393994,-9.267618693,2
1270,-0.294774978,-0.452453317,7.512691764,-8.543272035,2
1271,-0.691167852,0.084966397,6.601476635,-6.986632843,2
1272,-0.811268694,-2.037490488,9.927820405,-7.961799726,2
1273,1.089772459,0.182585709,9.464230943,-10.94692056,2
1274,-0.473553862,-0.723079755,7.936582834,-8.868973807,2
1275,0.81881348,-1.531738605,7.95953052,-8.761120266,2
1276,2.187835399,-1.095814126,7.892644745,-8.344808477,2
1277,0.361441628,0.407955684,7.792327575,-9.832971612,2
1278,0.938182845,1.907655432,10.57730504,-8.705342673,2
1279,-0.073328963,-0.393323429,7.270601171,-8.541740682,2
1280,-0.140204978,0.057580394,10.31518607,-8.588585161,2
1281,-1.322114815,0.258177731,10.12590907,-9.665299596,2
1282,0.132167825,-0.07488495,9.589648058,-9.337294851,2
1283,-0.413173337,1.736723545,9.450422697,-10.39892731,2
1284,-0.963935317,-0.987030757,9.785727905,-8.930406878,2
1285,0.771885168,-0.222247505,8.747947047,-7.574188862,2
1286,0.386128556,-0.508068047,9.005196669,-10.5397607,2
1287,-0.966577327,1.620985499,10.16664442,-6.726471364,2
1288,-1.212433,0.424182253,8.660781364,-9.648651584,2
1289,0.690874156,1.943598962,8.407283491,-9.73665204,2
1290,0.756734797,-0.414351039,10.09038007,-8.733385644,2
1291,0.24309108,1.415072614,8.824478309,-9.738838895,2
1292,-1.091303663,-0.458036419,9.567491554,-8.269154643,2
1293,-0.515981416,-1.311403406,7.443263593,-9.720114729,2
1294,1.897397245,1.129545597,10.44411038,-9.956402509,2
1295,0.804687985,-0.002625923,9.521194351,-10.0531874,2
1296,-1.131617845,-0.492093843,8.459344108,-9.425804806,2
1297,2.144441067,0.584554029,8.033457454,-7.744994162,2
1298,-0.991081188,1.136757956,9.969608544,-9.112205777,2
1299,0.259667888,1.463128652,7.670122112,-8.571083803,2
1300,-1.201356199,1.973046624,9.24109341,-9.399160186,2
1301,2.294330321,-1.220215849,9.458548355,-9.113979543,2
1302,0.48386465,-0.061097577,6.967845402,-9.621917569,2
1303,0.487065281,0.687825284,7.995215938,-7.983147459,2
1304,0.581504554,1.185852337,7.53898239,-9.062785244,2
1305,1.037350364,2.103263171,7.747694125,-8.018225017,2
1306,1.048508498,0.395073568,8.748775198,-9.374686133,2
1307,0.081028402,0.236186606,8.584835582,-9.34755043,2
1308,0.50727698,1.699174906,7.924236696,-7.932883917,2
1309,-1.738456453,-0.368852611,8.002057661,-9.026099393,2
1310,0.020164295,1.344986713,7.963684543,-7.598657367,2
1311,0.039457222,3.095149239,9.62745871,-8.870071668,2
1312,1.548649204,0.957751297,9.331239675,-8.352184097,2
1313,1.053488194,-0.772173527,7.772463245,-9.212428588,2
1314,-1.025287761,-0.580394309,8.803802434,-9.14506379,2
1315,-0.187299806,0.302175312,9.012424865,-7.926135797,2
1316,2.375350294,0.524571621,9.301828947,-8.069191582,2
1317,0.734997599,0.89827372,10.02103735,-7.916416387,2
1318,-0.546292144,-0.88881128,8.052944043,-9.267063049,2
1319,1.811006654,0.600542042,9.114925452,-8.599605218,2
1320,-0.937575567,-1.459133485,9.258106563,-7.141832842,2
1321,-0.026528553,0.805326424,9.459404072,-8.518148571,2
1322,-0.116745385,1.052470157,10.71210665,-9.539637383,2
1323,-1.898422621,1.516524135,8.689401285,-8.439448524,2
1324,0.580112145,-0.030725686,8.181656951,-8.452693269,2
1325,0.417115165,0.272165598,9.617596137,-9.119397595,2
1326,0.98579434,0.349569952,7.715612316,-8.389680963,2
1327,-0.091542691,-0.084099438,9.630343032,-9.685336526,2
1328,-0.796635857,-0.888306435,8.81249991,-9.485121557,2
1329,1.203933209,0.001365674,8.34607889,-10.09616003,2
1330,-0.431066352,-1.259208575,7.65249416,-10.68771529,2
1331,0.800369763,-1.629681549,8.003581121,-8.804988661,2
1332,-0.28201195,-1.033315713,9.506651385,-8.188159058,2
1333,0.724462991,1.346089243,9.290527417,-9.27666362,2
1334,-0.225448348,2.38316013,9.353431347,-8.902453156,2
1335,-2.744474342,0.597728581,8.591812345,-7.598193907,2
1336,-0.103316228,1.244012315,8.401665262,-10.92695416,2
1337,0.531667543,-1.422988439,10.29881235,-7.790645623,2
1338,-0.597795389,-1.45653697,8.620567451,-7.6957077,2
1339,-0.500451873,-0.461276335,7.050640711,-7.933911295,2
1340,-0.893002729,-0.135726701,9.078948886,-9.050982133,2
1341,-1.31712354,0.1590951,6.996178966,-7.744809212,2
1342,0.7925318,-0.629775842,9.157347468,-11.15987365,2
1343,0.773517426,-1.044258259,9.083647239,-8.984834295,2
1344,-0.529065594,-0.077997327,9.532932012,-9.866303647,2
1345,1.004900565,-0.555169418,10.18226053,-9.257743194,2
1346,1.299318266,-1.621877279,9.004956238,-7.909180854,2
1347,-0.723135088,-0.13662177,10.61787652,-8.803164207,2
1348,1.028670984,-1.244242034,10.25945876,-9.464654705,2
1349,0.74658704,-0.795417397,8.921214027,-10.21019894,2
1350,0.856162142,1.9516526,9.520106483,-7.49488032,2
1351,1.602675236,0.411747695,9.374652066,-9.482837374,2
1352,-0.231920115,0.977311427,7.396430727,-10.2485438,2
1353,1.363096109,-0.111030363,8.861718429,-8.741291537,2
1354,2.292101419,-1.210547467,9.908042504,-10.15503515,2
1355,-1.188640782,-0.834577762,10.23817128,-8.402051033,2
1356,-1.508148438,0.152146913,9.897780285,-10.080823,2
1357,0.911681252,-0.746895272,8.999919642,-10.14107687,2
1358,-1.095021573,0.802999133,9.1412258,-9.754948534,2
1359,0.777785516,-1.647238318,8.575565733,-9.930051716,2
1360,0.748143258,2.128348425,8.517724358,-8.980370432,2
1361,-1.040310803,0.63471156,8.892562745,-9.122513926,2
1362,-0.931509924,-1.615034545,8.279326021,-8.84924965,2
1363,0.623343643,-0.831178728,7.443903863,-8.841399948,2
1364,-0.941033887,1.737003663,8.909926613,-10.03751225,2
1365,-1.084886252,1.520271249,7.175062279,-7.752661158,2
1366,0.040628922,0.377288496,7.160845458,-9.624653846,2
1367,-0.453301232,0.300392641,7.72722328,-9.691693697,2
1368,0.665951328,-0.178510927,10.24107438,-9.305187876,2
1369,-0.12295584,0.055830778,9.116872496,-9.119870025,2
1370,-1.149605358,-0.297553337,7.627616313,-9.649190301,2
1371,-0.296542736,0.763847976,9.089552745,-8.600021985,2
1372,0.094296583,0.404725672,10.49478851,-8.675440964,2
1373,-1.864706486,0.986078642,8.166538477,-8.055166757,2
1374,1.165926638,0.605920431,8.352627147,-8.927920147,2
1375,-0.251775794,0.635319864,10.5392109,-8.37826248,2
1376,-0.278330651,-0.469645263,8.849801079,-8.35358924,2
1377,-0.337156669,-0.139874219,8.895697405,-8.634758224,2
1378,-1.82974449,-0.073967776,8.424183045,-7.909192656,2
1379,-0.710565817,0.029813655,9.24115908,-8.273582028,2
1380,1.062961218,0.134851156,8.110481507,-8.66132924,2
1381,1.429566807,-0.886708791,8.52633935,-8.8098539,2
1382,-0.461090399,-1.818840202,6.708419852,-9.614652887,2
1383,-1.862801428,0.523266871,9.505315661,-8.144150092,2
1384,-0.386257036,0.604620821,9.642012791,-8.78151093,2
1385,-0.890141486,1.162193628,6.575064334,-9.398050774,2
1386,-1.423076322,-0.115591883,9.525251894,-9.836909969,2
